id,codigo,descripcion,descripcion_compras,tipo,ofin006_id,ofin001_id,ofpr010_id,ofin005_id,ofcm002_codigo,oftx020_id,categoria_fiscal,cant_disponible,observaciones,status,userid_creacion,fecha_creacion,fecha_ult_modificacion,userid_modificacion
536,784622-001,"SPS-CBL PWR 8SFF/12LFF/4LFF + 24SFF Kit","SPS-CBL PWR 8SFF/12LFF/4LFF + 24SFF Kit",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
537,775400-001,"SPS-PCA dl380/dl360 Gen9 SYS I/O","SPS-PCA dl380/dl360 Gen9 SYS I/O",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
538,801949-001,"SPS-BD SYS MLB W TRAY DL560P IVB G8S","SPS-BD SYS MLB W TRAY DL560P IVB G8S",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
539,684956-001,"SPS-BD SYS I/O W/SUBPAN","SPS-BD SYS I/O W/SUBPAN",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
540,748740-001,"SPS-KVM Adapter USB","SPS-KVM Adapter USB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
541,780976-001,"SPS-FAN MODULE ASSY GEN9","SPS-FAN MODULE ASSY GEN9",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
542,467654-001,"SPS-DIMM,4GB PC2-5300F,256Mx4,RoHS,LP","SPS-DIMM,4GB PC2-5300F,256Mx4,RoHS,LP",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
543,639852-001,"SPS-PortAggr VC Flex-10/10D Module","SPS-PortAggr VC Flex-10/10D Module",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
544,J4812-69101,"12 PRT. MANAGED 10/100 SWTCH","12 PRT. MANAGED 10/100 SWTCH",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
545,508040-001,"SPS-DRV,HD,2TB,7.2K 3.5" 3G SATA HP MDL","SPS-DRV,HD,2TB,7.2K 3.5" 3G SATA HP MDL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
546,762453-001,"SPS-PRO E5-2683v3 14C 2.0GHz 120W","SPS-PRO E5-2683v3 14C 2.0GHz 120W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
547,J4868-69101,"HP J4868A SWITCH 2124","HP J4868A SWITCH 2124",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
548,732150-001,"SPS-BD SYS IO DL360p Gen8 IVB","SPS-BD SYS IO DL360p Gen8 IVB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
549,726719-B21,"HP 16GB DDR4-2133 CAS-15-15-15 REG DIMM","HP 16GB DDR4-2133 CAS-15-15-15 REG DIMM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
550,AB463-67103,"Replacement, Core I/O w/ VGA","Replacement, Core I/O w/ VGA",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
551,774170-001,"SPS-MEMORY DIMM 8GB PC4-2133P-R 1Gx4","SPS-MEMORY DIMM 8GB PC4-2133P-R 1Gx4",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
552,785410-001,"SPS-DRV HD 300GB 12G 10K 2.5 SAS SC ENT","SPS-DRV HD 300GB 12G 10K 2.5 SAS SC ENT",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
553,872772-001,"SPS-DRV HDD 4TB 6G 7.2K LFF SATA DS SC","SPS-DRV HDD 4TB 6G 7.2K LFF SATA DS SC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
554,J8713-69001,"HP 1500W zl Power Supply","HP 1500W zl Power Supply",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
555,P12103-001,"SPS-DRV SAS 300GB SFF HDD 15K SS7K","SPS-DRV SAS 300GB SFF HDD 15K SS7K",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
556,653947-001,"SPS-DRV HD 1TB 6G SAS 7.2K 3.5 DP MDL SC","SPS-DRV HD 1TB 6G SAS 7.2K 3.5 DP MDL SC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
557,633538-001,"SPS-BD CNTRL INT SAS SA P420 LP PCIe","SPS-BD CNTRL INT SAS SA P420 LP PCIe",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
558,774174-001,"SPS-MEMORY DIMM 32GB 4Rx4 PC4-2133L-15","SPS-MEMORY DIMM 32GB 4Rx4 PC4-2133L-15",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
559,J8697-60005,"REMOVABLE 4U FAN TRAY ASSY","REMOVABLE 4U FAN TRAY ASSY",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
560,683804-001,"SPS-Memory DIMM 4GB DDR2 A400","SPS-Memory DIMM 4GB DDR2 A400",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
561,AH337-67121,"SPS-PCA DVD BACKPLANE 6","SPS-PCA DVD BACKPLANE 6",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
562,404712-001,"SPS-DRV,HD,146G,U320,15K, HP","SPS-DRV,HD,146G,U320,15K, HP",P,1,1,2,1,GCN,0,G,3,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
563,404714-001,"SPS-DRV,HD,36GB,U320,15K,HP","SPS-DRV,HD,36GB,U320,15K,HP",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
564,P02757-001,"SPS-BD SYS DL360 380 G9 BW2 W SUBPAN","SPS-BD SYS DL360 380 G9 BW2 W SUBPAN",P,1,1,2,1,GCN,0,G,10,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
565,468508-002,"SPS-SFP 8GB FC SHORT WAVE","SPS-SFP 8GB FC SHORT WAVE",P,1,1,2,1,GCN,0,G,3,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
566,842476-001,"SPS -PCA P1228 W/O ENCRYPTION","SPS -PCA P1228 W/O ENCRYPTION",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
567,HITX5541890-P,"SPS-HDU 300GB SAS 10K/2.5IN (P9500)","SPS-HDU 300GB SAS 10K/2.5IN (P9500)",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
568,501536-001,"SPS-DIMM,8GB PC3-10600R,512Mx4,RoHS","SPS-DIMM,8GB PC3-10600R,512Mx4,RoHS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
569,660183-001,"SPS-POWER SUPPLY 750W 1U HEPB","SPS-POWER SUPPLY 750W 1U HEPB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
570,AH341-67001,"Replacement, XFM","Replacement, XFM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
571,HITX5541894-P,"SPS-HDU 300GB SAS 15K/2.5IN (P9500)","SPS-HDU 300GB SAS 15K/2.5IN (P9500)",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
572,J9830-61101,"Aruba 5400R 2750W PoE+ zl2 PSU","Aruba 5400R 2750W PoE+ zl2 PSU",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
573,508039-001,"SPS-DRV HD 1TB 7.2K 3.5 3G SATA NHP MDL","SPS-DRV HD 1TB 7.2K 3.5 3G SATA NHP MDL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
574,594887-001,"SPS-PROC WSM 2.4 80W E5620","SPS-PROC WSM 2.4 80W E5620",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
575,579229-001,"SPS-POWER SUPPLY 1200W PHB","SPS-POWER SUPPLY 1200W PHB",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
576,J9590-61001,"HP MSM460 Dual Radio 802.11n AP (AM)","HP MSM460 Dual Radio 802.11n AP (AM)",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
577,457273-001,"HP 1TB 7.2K rpm Hot Plug SATA Midline","HP 1TB 7.2K rpm Hot Plug SATA Midline",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
578,JG653-61001,"SP, HP 425 Wireless 802.11n (AM) AP","SP, HP 425 Wireless 802.11n (AM) AP",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
579,P0000752-001,"FAN ASSY 2X 80MM","FAN ASSY 2X 80MM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
580,P20074-001,"SPS-HD 1.2T 10K -SGSKBN-DIF 3P SS7&8K","SPS-HD 1.2T 10K -SGSKBN-DIF 3P SS7&8K",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
581,406393-001,"SPS-PWR SUPPLY,575W","SPS-PWR SUPPLY,575W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
582,418411-002,"SPS-DRV LTO3 FC-4GB W/Mod MSLG3","SPS-DRV LTO3 FC-4GB W/Mod MSLG3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
583,489865-003,"SPS-SWITCH SAN 8/24 V3","SPS-SWITCH SAN 8/24 V3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
584,P06190-001,"SPS-DIMM 64GB PC4-2933Y-L 2Gx4 Kit ","SPS-DIMM 64GB PC4-2933Y-L 2Gx4 Kit ",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
585,P07884-001,"Systemboard HPE DL20 G10","Systemboard HPE DL20 G10",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
586,873103-001,"SPS-DRV 1.92TBSSD SFF SS8000 SD","SPS-DRV 1.92TBSSD SFF SS8000 SD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
587,706825-001,"SPS-DRV LTO6HH FC MSL DRIVE","SPS-DRV LTO6HH FC MSL DRIVE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
588,727386-001,"SPS-PCM 764W Assy without Battery Gold","SPS-PCM 764W Assy without Battery Gold",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
589,727389-001,"SPS-Memory DIMM 16GB DDR3 Control Cache","SPS-Memory DIMM 16GB DDR3 Control Cache",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
590,735511-001,"SPS-BD IO","SPS-BD IO",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
591,587224-001,"SPS-BD CNTRL SMART ARRAY P812 1G","SPS-BD CNTRL SMART ARRAY P812 1G",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
592,612269-001,"SPS CPU Heatsink","SPS CPU Heatsink",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
593,AB566-69002,"SPS-4GB DIMM","SPS-4GB DIMM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
594,591197-001,"SPS-BD CPU MEMORY WITH TRAY DL580G7","SPS-BD CPU MEMORY WITH TRAY DL580G7",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
595,3CR17253-91,"HP E5500-48G-PoE Switch","HP E5500-48G-PoE Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
596,780760-001,"SPS-PRO HSW E5-2698v3 16C 2.3GHz 135W","SPS-PRO HSW E5-2698v3 16C 2.3GHz 135W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
597,862128-001,"SPS-DRV HDD 1TB 6G 7,2K LFF SATA ","SPS-DRV HDD 1TB 6G 7,2K LFF SATA ",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
598,873036-001,"SPS-DRV HDD 1,2TB 12G 10K SFF SA","SPS-DRV HDD 1,2TB 12G 10K SFF SA",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
599,J9092-61101,"HP 8200 zl Management Module","HP 8200 zl Management Module",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
600,591196-001,"SPS-BD SYSTEM WITH SUBPAN DL580G7","SPS-BD SYSTEM WITH SUBPAN DL580G7",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
601,816551-001,"SPS-PCA NIC PCIeG2x4 4p 1GbE RJ45","SPS-PCA NIC PCIeG2x4 4p 1GbE RJ45",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
602,836274-002,"SPS-PCA, NROC P204i-c SR M83C Ctrlr","SPS-PCA, NROC P204i-c SR M83C Ctrlr",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
603,871040-004,"SPS-AROC P408i-a SR G10 XR/MPQ 8G LH","SPS-AROC P408i-a SR G10 XR/MPQ 8G LH",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
604,599668-001,"SPS-BD INTERPOSER DUAL ROT LCD","SPS-BD INTERPOSER DUAL ROT LCD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
605,AH339-6937A,"SPS-Proc 1,60/1.73GHz/20MB (DBS) 4c V3","SPS-Proc 1,60/1.73GHz/20MB (DBS) 4c V3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
606,416474-001,"SPS-DIMM,8GB PC2-5300 FBD,512Mx4","SPS-DIMM,8GB PC2-5300 FBD,512Mx4",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
607,511776-001,"SPS-BACKPLANE, POWER","SPS-BACKPLANE, POWER",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
608,410300-001,"SPS-BD, BCKPLN, HDD","SPS-BD, BCKPLN, HDD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
609,532149-001,"SPS-FAN, SYSTEM","SPS-FAN, SYSTEM",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
610,3C17265,"HP E5500-48G-PoE Power Supply","HP E5500-48G-PoE Power Supply",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
611,403781-001,"SPS-Power Supply 1000W","SPS-Power Supply 1000W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
612,639173-001,"SPS-POWER SUPPLY 750W","SPS-POWER SUPPLY 750W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
613,683241-001,"SPS-PCM 580W ASSY","SPS-PCM 580W ASSY",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
614,708069-001,"SPS-PROCURVE 6120XG BLADE SWITCH R2","SPS-PROCURVE 6120XG BLADE SWITCH R2",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
615,454416-001,"SPS-DRV,HD,1TB,7.2K,1",FATA","SPS-DRV,HD,1TB,7.2K,1",FATA",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
616,730702-001,"SPS- DRV MSA 600GB 6G SAS 10k 2.5 SFF","SPS- DRV MSA 600GB 6G SAS 10k 2.5 SFF",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
617,871346-001,"SPS- SN 6600B 32GB 45/24 FC SWITCH","SPS- SN 6600B 32GB 45/24 FC SWITCH",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
618,J9145-61201,"KIT 2910-24G SMO Support","KIT 2910-24G SMO Support",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
619,756487-001,"HPE CONTROLLER MODULE","HPE CONTROLLER MODULE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
620,684031-001,"SPS-DIMM 16GB PC3 12800R 1G x4 IPL","SPS-DIMM 16GB PC3 12800R 1G x4 IPL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
621,858552-001,"SPS-MLB System I/O BL660c Gen9 Speedbump","SPS-MLB System I/O BL660c Gen9 Speedbump",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
622,407355-001,"SPS-MAG RIGHT MSL G3","SPS-MAG RIGHT MSL G3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
623,489191-001,"SPS-BD, HBA, 82q DP FC PCIe","SPS-BD, HBA, 82q DP FC PCIe",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
624,684370-001,"SPS-PCA Enhanced Cache SA BRD-TO-BRD","SPS-PCA Enhanced Cache SA BRD-TO-BRD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
625,AD388-69001,"SPS-CPU, 1.6G/24MB","SPS-CPU, 1.6G/24MB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
626,"JW124A #AC4","PC-AC-NA NORTH AMERICAAC POWERT CORD","PC-AC-NA NORTH AMERICAAC POWERT CORD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
627,P06188-001,"SPS-DIMM 16GB PC4-2933Y-R 1Gx8 Kit","SPS-DIMM 16GB PC4-2933Y-R 1Gx8 Kit",P,1,1,2,1,GCN,0,G,3,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
628,P18478-001,"SPS-DRV SSD 960GB SFF SATA SC MU","SPS-DRV SSD 960GB SFF SATA SC MU",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
629,P21081-001,"SPS-DRV SSD 480GB SATA SFF RI SC","SPS-DRV SSD 480GB SATA SFF RI SC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
630,756484-001,"SPS-Drive Enclosure 2U24 12G Assy","SPS-Drive Enclosure 2U24 12G Assy",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
631,P11741-001,"SPS - PCA CLX SYS I/O (TI","SPS - PCA CLX SYS I/O (TI",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
632,511777-001,"SPS-POWER SUPPLY, 460W","SPS-POWER SUPPLY, 460W",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
633,701534-001,"SPS-ALOM G3x8 2p 10GbE BCM57810s","SPS-ALOM G3x8 2p 10GbE BCM57810s",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
634,506012-001,"SPS-PROC,Nehalem EP 2.93Ghz, 8M, 95W","SPS-PROC,Nehalem EP 2.93Ghz, 8M, 95W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
635,872738-001,"SPS-DRV HDD 1.8TB 12G 10K SFF 512e DS SC","SPS-DRV HDD 1.8TB 12G 10K SFF 512e DS SC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
636,613921-001,"SPS-HDD EVA 450GB 10K SFF 6G M6625 SAS","SPS-HDD EVA 450GB 10K SFF 6G M6625 SAS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
637,867911-001,"SPS-POWER SUPPLY 1400W DL","SPS-POWER SUPPLY 1400W DL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
638,416471-001,"SPS-DIMM,1GB PC2-5300 FBD,64Mx8","SPS-DIMM,1GB PC2-5300 FBD,64Mx8",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
639,AH339-67001,"Replacement, CPU Heatsink","Replacement, CPU Heatsink",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
640,J9087-61101,"Kit Support, E2610-24 PoE Switch","Kit Support, E2610-24 PoE Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
641,656244-001,"SPS-BD ETHERNET 10GB 2P 530 ADPTR","SPS-BD ETHERNET 10GB 2P 530 ADPTR",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
642,701527-001,"SPS-BLOM PCI3x8 2p 20G KR2BCM57840S","SPS-BLOM PCI3x8 2p 20G KR2BCM57840S",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
643,P48501-001,"SPS-DIMM,32GB PC5-4800B-R,2Gx8","SPS-DIMM,32GB PC5-4800B-R,2Gx8",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
644,307132-001,"SPS-BTRY,NIMH,3.6V,500MAH","SPS-BTRY,NIMH,3.6V,500MAH",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
645,398648-001,"SPS-BD BATTERY MOD 4X V500HTX","SPS-BD BATTERY MOD 4X V500HTX",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
646,462976-001,"SPS-BD BATTERY CHARGER MOD 4/V700HT OPT","SPS-BD BATTERY CHARGER MOD 4/V700HT OPT",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
647,746962-001,"SPS-CBL Assy 40G QSFP+ to SFP+ Adapter","SPS-CBL Assy 40G QSFP+ to SFP+ Adapter",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
648,719212-001,"SPS-BD HP SN1100E 16GB","SPS-BD HP SN1100E 16GB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
649,863372-001,"SPS-SODIMM 16GB PC4-2400T-T 14GX8","SPS-SODIMM 16GB PC4-2400T-T 14GX8",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
650,881118-001,"SPS-DIMM,16GB PC3L-12800R,1Gx4,3","SPS-DIMM,16GB PC3L-12800R,1Gx4,3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
651,P18483-001,"SPS-DRV SSD 960GB SFF SATA ","SPS-DRV SSD 960GB SFF SATA ",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
652,P11781-001,"SPS-PCA SYS I/O W/SUBPAN CLX","SPS-PCA SYS I/O W/SUBPAN CLX",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
653,413512-001,"SPS-MAG 3 MAILSLOT","SPS-MAG 3 MAILSLOT",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
654,708907-001,"SPS-BATTERY M4T28","SPS-BATTERY M4T28",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
655,J9537-61101,"HP 24-port SFP v2 zl Module","HP 24-port SFP v2 zl Module",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
656,782410-001,"SPS-LIOH Batt Backup StoreServ 20000","SPS-LIOH Batt Backup StoreServ 20000",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
657,801942-001,"SPS-BD SYS MLB W TRAY ML350P IVB G8S","SPS-BD SYS MLB W TRAY ML350P IVB G8S",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
658,691271-001,"SPS-BD SYS IO W SUBPAN","SPS-BD SYS IO W SUBPAN",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
659,J9574-61201,"SU, E3800-48G-PoE+-4SFP+ Switch","SU, E3800-48G-PoE+-4SFP+ Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
660,P11709-001,"SPS-PCA, MB + HANDLE CLX","SPS-PCA, MB + HANDLE CLX",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
661,662520-001,"SPS-FAN HOTPLUG","SPS-FAN HOTPLUG",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
662,P05394-001,"SPS DRB HDD 600GB 15K LFF SAS","SPS DRB HDD 600GB 15K LFF SAS",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
663,700517-001,"SPS-FAN ASSY RH","SPS-FAN ASSY RH",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
664,718781-001,"SPS-BD SYS IO W SUBPAN HW","SPS-BD SYS IO W SUBPAN HW",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
